invoice_id,invoice_date,paid_date,paid_days,is_paid,amount,currency,supplier_id,supplier_name,global_ultimate_id,global_ultimate_name,category_code,category_name,segment_code,segment_name,plant_id,plant_name,region,country,source_system_id,payment_term_code,payment_term_name,nominal_days
INV-000802,2025-07-19,2025-08-03,15,true,214222.11,USD,SUP-00011,Frontier Polymers Montreal Co.,GU-0002,Frontier Polymers Global,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-MAN,Manchester Plant,EMEA,United Kingdom,SAP_ECC,D1N10N30,1% 10 Net 30,30
INV-000803,2026-05-22,2026-05-29,7,true,124542.04,USD,SUP-00011,Frontier Polymers Montreal Co.,GU-0002,Frontier Polymers Global,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-TOR,Toronto Plant,NAMER,Canada,SAP_ECC,NET08,Net 8,8
INV-000804,2026-01-05,2026-02-10,36,true,729089.14,USD,SUP-00008,Frontier Polymers Detroit Corp.,GU-0002,Frontier Polymers Global,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-ROT,Rotterdam DC,EMEA,Netherlands,ARIBA,NET30,Net 30,30
INV-000805,2026-02-17,2026-04-21,63,true,160448.01,USD,SUP-00093,Dynamo Freight Leeds AG,GU-0023,Dynamo Freight Inc.,44110000,Desk accessories,44000000,Office Equipment and Accessories and Supplies,PLT-HOU,Houston Plant,NAMER,United States,SAP_S4HANA,NET60,Net 60,60
INV-000806,2026-06-03,,,false,1691713.08,USD,SUP-00018,Orion Supply Co Shanghai Pte. Ltd.,GU-0003,Orion Supply Co International,43190000,Communications devices,43000000,Information Technology Broadcasting and Telecommunications,PLT-SHA,Shanghai Plant,APAC,China,ARIBA,EOM45,EOM Net 45,60
INV-000807,2025-12-01,2025-12-02,1,true,1058975.79,USD,SUP-00071,Redwood Controls Chennai Ltd.,GU-0017,Redwood Controls Inc.,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-SHA,Shanghai Plant,APAC,China,SAP_ECC,NET02,Net 2,2
INV-000808,2026-06-14,2026-08-10,57,true,823400.23,USD,SUP-00151,Talon Fabrication Lille S.A.,GU-0036,Talon Fabrication Inc.,84120000,Banking and finance services,84000000,Financial and Insurance Services,PLT-STU,Stuttgart Plant,EMEA,Germany,ARIBA,NET30,Net 30,30
INV-000809,2026-05-10,,,false,219505.73,USD,SUP-00004,Falcon Systems Chennai Co. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-SNG,Singapore Hub,APAC,Singapore,SAP_S4HANA,NET45,Net 45,45
INV-000810,2025-12-30,2026-02-17,49,true,201653.03,USD,SUP-00001,Falcon Systems Osaka Pvt. Ltd.,GU-0001,Falcon Systems Industries,,,,,PLT-SNG,Singapore Hub,APAC,Singapore,FIELDGLASS,NET45,Net 45,45
INV-000811,2025-09-16,2025-10-02,16,true,380486.89,USD,SUP-00028,Orion Polymers Sao Paulo Ltda.,GU-0006,Orion Polymers Group,43210000,Computer equipment,43000000,Information Technology Broadcasting and Telecommunications,PLT-SAO,Sao Paulo Plant,LATAM,Brazil,SAP_S4HANA,NET05,Net 5,5
INV-000812,2025-09-14,2025-09-22,8,true,310257.21,USD,SUP-00024,Apex Supply Co Lyon AG,GU-0005,Apex Supply Co Global,31350000,Machined castings,31000000,Manufacturing Components and Supplies,PLT-STU,Stuttgart Plant,EMEA,Germany,SAP_S4HANA,NET14,Net 14,14
INV-000813,2025-08-13,2025-09-29,47,true,295889.77,USD,SUP-00017,Orion Supply Co Chennai Co. Ltd.,GU-0003,Orion Supply Co International,43190000,Communications devices,43000000,Information Technology Broadcasting and Telecommunications,PLT-SNG,Singapore Hub,APAC,Singapore,SAP_S4HANA,MP25,"Monthly, paid 25th",40
INV-000814,2026-03-11,2026-03-15,4,true,285057.61,USD,SUP-00204,Windward Automation Chennai Pte. Ltd.,GU-0049,Windward Automation Corporation,76120000,Waste management,76000000,Industrial Cleaning Services,PLT-DET,Detroit Plant,NAMER,United States,FIELDGLASS,NET00,Immediate / Due on receipt,0
INV-000815,2025-07-21,2025-09-10,51,true,780343.47,USD,SUP-00020,Umbra Fasteners Houston Corp.,GU-0004,Umbra Fasteners International,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-HOU,Houston Plant,NAMER,United States,SAP_S4HANA,D15N10N30,1.5% 10 Net 30,30
INV-000816,2026-01-15,2026-02-19,35,true,645558.88,USD,SUP-00101,Emerald Energy Queretaro S.A. de C.V.,GU-0025,Emerald Energy Industries,,,,,PLT-MTY,Monterrey Plant,LATAM,Mexico,SAP_S4HANA,NET30,Net 30,30
INV-000817,2026-06-09,,,false,175187.8,USD,SUP-00009,Frontier Polymers Montreal Inc.,GU-0002,Frontier Polymers Global,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-HOU,Houston Plant,NAMER,United States,ARIBA,D15N10N30,1.5% 10 Net 30,30
INV-000818,2025-08-08,2025-09-05,28,true,243226.35,USD,SUP-00072,Everest Bearing Works Campinas S.A. de C.V.,GU-0018,Everest Bearing Works Inc.,44110000,Desk accessories,44000000,Office Equipment and Accessories and Supplies,PLT-MAN,Manchester Plant,EMEA,United Kingdom,ARIBA,EOM15,End of month + 15,30
INV-000819,2025-08-11,2025-08-27,16,true,101421.74,USD,SUP-00015,Orion Supply Co Osaka Pvt. Ltd.,GU-0003,Orion Supply Co International,43190000,Communications devices,43000000,Information Technology Broadcasting and Telecommunications,PLT-SNG,Singapore Hub,APAC,Singapore,SAP_S4HANA,NET08,Net 8,8
INV-000820,2025-10-04,2025-11-04,31,true,246318.14,USD,SUP-00048,Halcyon Controls Charlotte Co.,GU-0011,Halcyon Controls Corporation,90100000,Catering and restaurants,90000000,Travel and Food and Lodging and Entertainment Services,PLT-CLT,Charlotte Plant,NAMER,United States,SAP_S4HANA,MP10,"Monthly, paid 10th",25
INV-000821,2025-09-02,2025-10-01,29,true,505934.08,USD,SUP-00019,Umbra Fasteners Charlotte Co.,GU-0004,Umbra Fasteners International,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-DET,Detroit Plant,NAMER,United States,SAP_S4HANA,NET21,Net 21,21
INV-000822,2025-11-01,2026-03-12,131,true,355196.77,USD,SUP-00039,Sequoia Fasteners Lille Ltd.,GU-0008,Sequoia Fasteners Holdings,90120000,Travel services,90000000,Travel and Food and Lodging and Entertainment Services,PLT-LYO,Lyon Plant,EMEA,France,CONCUR,NET120,Net 120,120
INV-000823,2025-08-10,2025-09-30,51,true,11680515.42,USD,SUP-00056,Sequoia Fluid Systems Campinas S.A.,GU-0014,Sequoia Fluid Systems Global,40170000,Compressors and blowers,40000000,Distribution and Conditioning Systems and Equipment,PLT-SAO,Sao Paulo Plant,LATAM,Brazil,SAP_S4HANA,NET45,Net 45,45
INV-000824,2026-03-03,2026-03-11,8,true,244083.89,USD,SUP-00064,Yellowstone Solutions Sao Paulo S.A. de C.V.,GU-0015,Yellowstone Solutions Global,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-MTY,Monterrey Plant,LATAM,Mexico,SAP_ECC,WEEKLY,Weekly settlement,7
INV-000825,2026-01-23,2026-03-04,40,true,197757.98,USD,SUP-00052,Apex Chemicals Sao Paulo S.A.,GU-0013,Apex Chemicals Corporation,27140000,Hydraulic machinery,27000000,Tools and General Machinery,PLT-DET,Detroit Plant,NAMER,United States,SAP_S4HANA,NET35,Net 35,35
INV-000826,2026-06-04,,,false,528134.44,USD,SUP-00002,Falcon Systems Bengaluru Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_ECC,NET15,Net 15,15
INV-000827,2025-10-25,2025-12-31,67,true,91458.6,USD,SUP-00008,Frontier Polymers Detroit Corp.,GU-0002,Frontier Polymers Global,,,,,PLT-CLT,Charlotte Plant,NAMER,United States,SAP_S4HANA,NET60,Net 60,60
INV-000828,2026-03-02,2026-04-01,30,true,237328.94,USD,SUP-00093,Dynamo Freight Leeds AG,GU-0023,Dynamo Freight Inc.,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-STU,Stuttgart Plant,EMEA,Germany,SAP_ECC,D1N10N30,1% 10 Net 30,30
INV-000829,2025-11-22,2026-02-06,76,true,287703.29,USD,SUP-00165,Umbra Bearing Works Munich Ltd.,GU-0040,Umbra Bearing Works Inc.,72150000,Building repair services,72000000,Building and Facility Maintenance Services,PLT-STU,Stuttgart Plant,EMEA,Germany,FIELDGLASS,NET90,Net 90,90
INV-000830,2025-12-08,2026-05-22,165,true,3974482.49,USD,SUP-00028,Orion Polymers Sao Paulo Ltda.,GU-0006,Orion Polymers Group,31200000,Adhesives and sealants,31000000,Manufacturing Components and Supplies,PLT-STU,Stuttgart Plant,EMEA,Germany,ARIBA,NET150,Net 150,150
INV-000831,2025-11-05,,,false,327749.21,USD,SUP-00043,Zenith Bearings Monterrey Ltda.,GU-0010,Zenith Bearings Industries,76120000,Waste management,76000000,Industrial Cleaning Services,PLT-TOR,Toronto Plant,NAMER,Canada,SAP_S4HANA,NET40,Net 40,40
INV-000832,2025-11-14,2025-12-24,40,true,200390.42,USD,SUP-00055,Apex Chemicals Campinas S.A.,GU-0013,Apex Chemicals Corporation,84120000,Banking and finance services,84000000,Financial and Insurance Services,PLT-MTY,Monterrey Plant,LATAM,Mexico,ARIBA,NET35,Net 35,35
INV-000833,2026-05-14,2026-05-27,13,true,291905.04,USD,SUP-00048,Halcyon Controls Charlotte Co.,GU-0011,Halcyon Controls Corporation,90100000,Catering and restaurants,90000000,Travel and Food and Lodging and Entertainment Services,PLT-DET,Detroit Plant,NAMER,United States,CONCUR,MP10,"Monthly, paid 10th",25
INV-000834,2026-03-16,2026-04-09,24,true,52388.18,USD,SUP-00024,Apex Supply Co Lyon AG,GU-0005,Apex Supply Co Global,31350000,Machined castings,31000000,Manufacturing Components and Supplies,PLT-HOU,Houston Plant,NAMER,United States,ARIBA,NET14,Net 14,14
INV-000835,2026-02-24,2026-03-11,15,true,162037.29,USD,SUP-00003,Falcon Systems Osaka Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,FIELDGLASS,NET15,Net 15,15
INV-000836,2025-07-27,2025-09-04,39,true,831905.34,USD,SUP-00014,Orion Supply Co Osaka Pte. Ltd.,GU-0003,Orion Supply Co International,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_S4HANA,NET21,Net 21,21
INV-000837,2026-05-26,2026-07-10,45,true,184650.22,USD,SUP-00049,Marlin Controls Shenzhen Co. Ltd.,GU-0012,Marlin Controls Group,72100000,Facility maintenance,72000000,Building and Facility Maintenance Services,PLT-SHA,Shanghai Plant,APAC,China,SAP_S4HANA,MP25,"Monthly, paid 25th",40
INV-000838,2025-12-30,2026-01-05,6,true,115225.93,USD,SUP-00001,Falcon Systems Osaka Pvt. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-SHA,Shanghai Plant,APAC,China,SAP_ECC,NET05,Net 5,5
INV-000839,2025-09-20,2025-10-05,15,true,193353.5,USD,SUP-00024,Apex Supply Co Lyon AG,GU-0005,Apex Supply Co Global,31350000,Machined castings,31000000,Manufacturing Components and Supplies,PLT-STU,Stuttgart Plant,EMEA,Germany,ARIBA,NET14,Net 14,14
INV-000840,2026-01-15,,,false,766257.47,USD,SUP-00001,Falcon Systems Osaka Pvt. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,ARIBA,NET05,Net 5,5
INV-000841,2025-07-04,2025-07-26,22,true,253639.41,USD,SUP-00022,Umbra Fasteners Toronto LLC,GU-0004,Umbra Fasteners International,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-HOU,Houston Plant,NAMER,United States,SAP_ECC,NET07,Net 7,7
INV-000842,2026-03-19,2026-04-19,31,true,179391.46,USD,SUP-00083,Silverline Fabrication Pune Pte. Ltd.,GU-0020,Silverline Fabrication Industries,25100000,Motor vehicles,25000000,Commercial and Private Vehicles and Components,PLT-CHN,Chennai Plant,APAC,India,ARIBA,NET45,Net 45,45
INV-000843,2025-10-13,2025-12-12,60,true,6394268.03,USD,SUP-00018,Orion Supply Co Shanghai Pte. Ltd.,GU-0003,Orion Supply Co International,43190000,Communications devices,43000000,Information Technology Broadcasting and Telecommunications,PLT-MAN,Manchester Plant,EMEA,United Kingdom,SAP_S4HANA,MP25,"Monthly, paid 25th",40
INV-000844,2026-05-17,2026-07-13,57,true,1668531.1,USD,SUP-00027,Orion Polymers Queretaro Ltda.,GU-0006,Orion Polymers Group,43210000,Computer equipment,43000000,Information Technology Broadcasting and Telecommunications,PLT-MTY,Monterrey Plant,LATAM,Mexico,ARIBA,NET30,Net 30,30
INV-000845,2026-03-03,2026-04-19,47,true,220644.44,USD,SUP-00006,Falcon Systems Nagoya Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-MTY,Monterrey Plant,LATAM,Mexico,ARIBA,NET45,Net 45,45
INV-000846,2025-07-01,2025-07-19,18,true,106790.16,USD,SUP-00005,Falcon Systems Singapore Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-MTY,Monterrey Plant,LATAM,Mexico,SAP_S4HANA,NET15,Net 15,15
INV-000847,2025-08-31,2025-10-18,48,true,116699.25,USD,SUP-00004,Falcon Systems Chennai Co. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-SHA,Shanghai Plant,APAC,China,ARIBA,NET45,Net 45,45
INV-000848,2025-10-29,2025-11-02,4,true,167519.55,USD,SUP-00070,Redwood Controls Singapore Pte. Ltd.,GU-0017,Redwood Controls Inc.,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_ECC,NET02,Net 2,2
INV-000849,2026-02-24,2026-04-13,48,true,218736.62,USD,SUP-00006,Falcon Systems Nagoya Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,ARIBA,NET45,Net 45,45
INV-000850,2025-10-05,,,false,143406.74,USD,SUP-00009,Frontier Polymers Montreal Inc.,GU-0002,Frontier Polymers Global,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-SAO,Sao Paulo Plant,LATAM,Brazil,SAP_ECC,NET07,Net 7,7
INV-000851,2026-01-03,2026-04-12,99,true,58641.99,USD,SUP-00100,Emerald Energy Sao Paulo S.A. de C.V.,GU-0025,Emerald Energy Industries,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,FIELDGLASS,NET100,Net 100,100
INV-000852,2025-12-25,2026-01-27,33,true,799199.91,USD,SUP-00049,Marlin Controls Shenzhen Co. Ltd.,GU-0012,Marlin Controls Group,72100000,Facility maintenance,72000000,Building and Facility Maintenance Services,PLT-CHN,Chennai Plant,APAC,India,SAP_ECC,D1N10N30,1% 10 Net 30,30
INV-000853,2026-04-03,2026-06-06,64,true,412834.66,USD,SUP-00016,Orion Supply Co Nagoya Pvt. Ltd.,GU-0003,Orion Supply Co International,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-CHN,Chennai Plant,APAC,India,SAP_ECC,NET60,Net 60,60
INV-000854,2026-06-20,2026-07-22,32,true,249822.95,USD,SUP-00033,Vantage Technologies Turin AG,GU-0007,Vantage Technologies Inc.,84120000,Banking and finance services,84000000,Financial and Insurance Services,PLT-MAN,Manchester Plant,EMEA,United Kingdom,CONCUR,NET30,Net 30,30
INV-000855,2026-06-29,2026-07-16,17,true,939754.3,USD,SUP-00024,Apex Supply Co Lyon AG,GU-0005,Apex Supply Co Global,31350000,Machined castings,31000000,Manufacturing Components and Supplies,PLT-STU,Stuttgart Plant,EMEA,Germany,FIELDGLASS,NET14,Net 14,14
INV-000856,2026-05-26,2026-06-09,14,true,205829.09,USD,SUP-00024,Apex Supply Co Lyon AG,GU-0005,Apex Supply Co Global,31350000,Machined castings,31000000,Manufacturing Components and Supplies,PLT-SHA,Shanghai Plant,APAC,China,SAP_S4HANA,NET14,Net 14,14
INV-000857,2026-01-24,2026-03-14,49,true,120801.55,USD,SUP-00005,Falcon Systems Singapore Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-SHA,Shanghai Plant,APAC,China,SAP_S4HANA,NET45,Net 45,45
INV-000858,2025-12-31,2026-01-04,4,true,445220.41,USD,SUP-00008,Frontier Polymers Detroit Corp.,GU-0002,Frontier Polymers Global,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-DET,Detroit Plant,NAMER,United States,SAP_S4HANA,NET02,Net 2,2
INV-000859,2025-11-08,2025-12-09,31,true,5624856.4,USD,SUP-00032,Vantage Technologies Lyon GmbH,GU-0007,Vantage Technologies Inc.,39130000,Electrical hardware,39000000,Electrical Systems and Lighting and Components,PLT-STU,Stuttgart Plant,EMEA,Germany,SAP_ECC,EOM15,End of month + 15,30
INV-000860,2025-08-14,2025-09-15,32,true,411370.49,USD,SUP-00031,Vantage Technologies Milan S.p.A.,GU-0007,Vantage Technologies Inc.,72100000,Facility maintenance,72000000,Building and Facility Maintenance Services,PLT-MAN,Manchester Plant,EMEA,United Kingdom,SAP_ECC,EOM15,End of month + 15,30
INV-000861,2026-06-26,,,false,2053381.05,USD,SUP-00135,Titan Industrial Supply Singapore Pte. Ltd.,GU-0033,Titan Industrial Supply International,80110000,HR services,80000000,Management and Business Professionals and Admin Services,PLT-PUN,Pune Plant,APAC,India,FIELDGLASS,MP10,"Monthly, paid 10th",25
INV-000862,2026-04-01,2026-05-17,46,true,253223.57,USD,SUP-00006,Falcon Systems Nagoya Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-CHN,Chennai Plant,APAC,India,FIELDGLASS,NET45,Net 45,45
INV-000863,2025-08-09,,,false,131821.85,USD,SUP-00008,Frontier Polymers Detroit Corp.,GU-0002,Frontier Polymers Global,,,,,PLT-SAO,Sao Paulo Plant,LATAM,Brazil,ARIBA,NET60,Net 60,60
INV-000864,2026-03-10,2026-04-08,29,true,78518.56,USD,SUP-00073,Everest Bearing Works Campinas Ltda.,GU-0018,Everest Bearing Works Inc.,47130000,Cleaning supplies,47000000,Cleaning Equipment and Supplies,PLT-CLT,Charlotte Plant,NAMER,United States,FIELDGLASS,EOM15,End of month + 15,30
INV-000865,2026-03-26,2026-05-11,46,true,588294.6,USD,SUP-00002,Falcon Systems Bengaluru Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_S4HANA,NET45,Net 45,45
INV-000866,2025-11-02,2025-12-19,47,true,150863.23,USD,SUP-00047,Halcyon Controls Cleveland Inc.,GU-0011,Halcyon Controls Corporation,31350000,Machined castings,31000000,Manufacturing Components and Supplies,PLT-HOU,Houston Plant,NAMER,United States,SAP_ECC,NET45,Net 45,45
INV-000867,2025-08-29,2025-10-30,62,true,217722.25,USD,SUP-00017,Orion Supply Co Chennai Co. Ltd.,GU-0003,Orion Supply Co International,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-CLT,Charlotte Plant,NAMER,United States,SAP_S4HANA,MP25,"Monthly, paid 25th",40
INV-000868,2025-11-02,2025-12-22,50,true,65073.56,USD,SUP-00001,Falcon Systems Osaka Pvt. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_S4HANA,NET45,Net 45,45
INV-000869,2025-08-04,2025-12-07,125,true,14343.63,USD,SUP-00018,Orion Supply Co Shanghai Pte. Ltd.,GU-0003,Orion Supply Co International,43190000,Communications devices,43000000,Information Technology Broadcasting and Telecommunications,PLT-SHA,Shanghai Plant,APAC,China,SAP_S4HANA,EOM90,End of month + 90,105
INV-000870,2026-01-19,2026-02-24,36,true,1623589.29,USD,SUP-00030,Vantage Technologies Lyon GmbH,GU-0007,Vantage Technologies Inc.,72100000,Facility maintenance,72000000,Building and Facility Maintenance Services,PLT-STU,Stuttgart Plant,EMEA,Germany,SAP_ECC,EOM15,End of month + 15,30
INV-000871,2025-11-25,2025-12-09,14,true,188226.79,USD,SUP-00005,Falcon Systems Singapore Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-CHN,Chennai Plant,APAC,India,SAP_ECC,NET15,Net 15,15
INV-000872,2026-04-01,2026-04-12,11,true,5563253.55,USD,SUP-00062,Yellowstone Solutions Queretaro Ltda.,GU-0015,Yellowstone Solutions Global,40160000,HVAC equipment,40000000,Distribution and Conditioning Systems and Equipment,PLT-DET,Detroit Plant,NAMER,United States,SAP_ECC,WEEKLY,Weekly settlement,7
INV-000873,2026-03-30,2026-07-23,115,true,370211.38,USD,SUP-00023,Umbra Fasteners Detroit Corp.,GU-0004,Umbra Fasteners International,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-SAO,Sao Paulo Plant,LATAM,Brazil,SAP_S4HANA,NET100,Net 100,100
INV-000874,2025-10-07,2025-10-30,23,true,638883.11,USD,SUP-00021,Umbra Fasteners Montreal Co.,GU-0004,Umbra Fasteners International,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-TOR,Toronto Plant,NAMER,Canada,SAP_S4HANA,NET02,Net 2,2
INV-000875,2026-06-17,2026-10-18,123,true,971617.75,USD,SUP-00018,Orion Supply Co Shanghai Pte. Ltd.,GU-0003,Orion Supply Co International,90120000,Travel services,90000000,Travel and Food and Lodging and Entertainment Services,PLT-SNG,Singapore Hub,APAC,Singapore,CONCUR,EOM90,End of month + 90,105
INV-000876,2026-05-28,2026-06-17,20,true,461950.26,USD,SUP-00006,Falcon Systems Nagoya Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-CHN,Chennai Plant,APAC,India,SAP_ECC,NET15,Net 15,15
INV-000877,2026-04-08,2026-05-08,30,true,777877.55,USD,SUP-00145,Halcyon Tooling Manchester AG,GU-0035,Halcyon Tooling International,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-ROT,Rotterdam DC,EMEA,Netherlands,SAP_ECC,D1N10N30,1% 10 Net 30,30
INV-000878,2025-10-01,2025-11-16,46,true,203556.13,USD,SUP-00001,Falcon Systems Osaka Pvt. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_ECC,NET45,Net 45,45
INV-000879,2025-11-23,2026-03-20,117,true,256958.05,USD,SUP-00013,Orion Supply Co Osaka Pvt. Ltd.,GU-0003,Orion Supply Co International,90120000,Travel services,90000000,Travel and Food and Lodging and Entertainment Services,PLT-STU,Stuttgart Plant,EMEA,Germany,CONCUR,EOM90,End of month + 90,105
INV-000880,2026-01-13,2026-02-28,46,true,93950.39,USD,SUP-00085,Orion Automation Queretaro S.A. de C.V.,GU-0021,Orion Automation International,,,,,PLT-SAO,Sao Paulo Plant,LATAM,Brazil,SAP_S4HANA,NET45,Net 45,45
INV-000881,2025-09-23,2025-11-01,39,true,653441.24,USD,SUP-00053,Apex Chemicals Sao Paulo S.A. de C.V.,GU-0013,Apex Chemicals Corporation,27140000,Hydraulic machinery,27000000,Tools and General Machinery,PLT-MTY,Monterrey Plant,LATAM,Mexico,SAP_S4HANA,NET35,Net 35,35
INV-000882,2025-07-12,2025-08-11,30,true,1006172.69,USD,SUP-00089,Anchor Manufacturing Bengaluru Co. Ltd.,GU-0022,Anchor Manufacturing Global,80100000,Management consulting,80000000,Management and Business Professionals and Admin Services,PLT-STU,Stuttgart Plant,EMEA,Germany,ARIBA,D15N10N30,1.5% 10 Net 30,30
INV-000883,2025-09-12,2025-09-24,12,true,948406.94,USD,SUP-00024,Apex Supply Co Lyon AG,GU-0005,Apex Supply Co Global,,,,,PLT-STU,Stuttgart Plant,EMEA,Germany,SAP_S4HANA,NET14,Net 14,14
INV-000884,2025-07-13,2025-07-24,11,true,408499.51,USD,SUP-00010,Frontier Polymers Charlotte LLC,GU-0002,Frontier Polymers Global,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-HOU,Houston Plant,NAMER,United States,SAP_S4HANA,NET04,Net 4,4
INV-000885,2026-02-03,2026-02-05,2,true,126278.58,USD,SUP-00047,Halcyon Controls Cleveland Inc.,GU-0011,Halcyon Controls Corporation,31350000,Machined castings,31000000,Manufacturing Components and Supplies,PLT-HOU,Houston Plant,NAMER,United States,SAP_ECC,MP10,"Monthly, paid 10th",25
INV-000886,2025-08-16,2025-08-31,15,true,294915.56,USD,SUP-00005,Falcon Systems Singapore Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-SHA,Shanghai Plant,APAC,China,SAP_ECC,NET05,Net 5,5
INV-000887,2025-10-04,2025-11-20,47,true,93163,USD,SUP-00005,Falcon Systems Singapore Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-SHA,Shanghai Plant,APAC,China,SAP_S4HANA,NET45,Net 45,45
INV-000888,2025-10-09,2026-02-10,124,true,370014.66,USD,SUP-00036,Sequoia Fasteners Munich S.p.A.,GU-0008,Sequoia Fasteners Holdings,90120000,Travel services,90000000,Travel and Food and Lodging and Entertainment Services,PLT-LYO,Lyon Plant,EMEA,France,CONCUR,NET120,Net 120,120
INV-000889,2025-07-05,2025-08-23,49,true,129496.44,USD,SUP-00066,Harbor Packaging Campinas S.A.,GU-0016,Harbor Packaging Holdings,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-MTY,Monterrey Plant,LATAM,Mexico,ARIBA,D15N10N30,1.5% 10 Net 30,30
INV-000890,2025-11-20,2025-12-29,39,true,668663.47,USD,SUP-00014,Orion Supply Co Osaka Pte. Ltd.,GU-0003,Orion Supply Co International,43190000,Communications devices,43000000,Information Technology Broadcasting and Telecommunications,PLT-PUN,Pune Plant,APAC,India,SAP_ECC,D15N10N30,1.5% 10 Net 30,30
INV-000891,2026-03-08,2026-04-21,44,true,321115.95,USD,SUP-00005,Falcon Systems Singapore Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-CHN,Chennai Plant,APAC,India,CONCUR,NET45,Net 45,45
INV-000892,2026-01-25,2026-04-14,79,true,1519191.63,USD,SUP-00152,Cobalt Fabrication Queretaro Ltda.,GU-0037,Cobalt Fabrication Holdings,43210000,Computer equipment,43000000,Information Technology Broadcasting and Telecommunications,PLT-HOU,Houston Plant,NAMER,United States,SAP_S4HANA,NET75,Net 75,75
INV-000893,2025-09-14,2025-10-02,18,true,273377.3,USD,SUP-00007,Frontier Polymers Charlotte Inc.,GU-0002,Frontier Polymers Global,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-HOU,Houston Plant,NAMER,United States,SAP_S4HANA,D2N15N45,2% 15 Net 45,45
